chq,faq,Entities,labels
"   I had a pregnant patient on Synthroid and I called Dr. X (endocrinologist).  He said to find out why she has hypothyroidism because it can make a difference to the baby.  I (investigator) asked, ""What was the question when you called Dr. X?""  She said, ""How do I manage thyroid replacement in pregnancy?  What laboratory tests do I need to follow?","
   How do I manage thyroid replacement in pregnancy?
",['hypothyroidism'],1
"   I had a pregnant patient on Synthroid and I called Dr. X (endocrinologist).  He said to find out why she has hypothyroidism because it can make a difference to the baby.  I (investigator) asked, ""What was the question when you called Dr. X?""  She said, ""How do I manage thyroid replacement in pregnancy?  What laboratory tests do I need to follow?","
   How to convince someone they are depressed when they don't want to accept it?
",['hypothyroidism'],0
"   My patient was convinced she had hypothyroidism.  Her labs were normal in August and I even checked antithyroid antibodies and they were negative.  She asked another physician to check her thyroid antibodies again and her thyroid peroxidase antibody was two times the upper limit of normal, so I called an endocrinologist and said, ""Now what do I do with this?""","
   What do you do with normal thyroid function studies but positive thyroid antibodies?
",['hypothyroidism'],1
"   My patient was convinced she had hypothyroidism.  Her labs were normal in August and I even checked antithyroid antibodies and they were negative.  She asked another physician to check her thyroid antibodies again and her thyroid peroxidase antibody was two times the upper limit of normal, so I called an endocrinologist and said, ""Now what do I do with this?""","
   Is melatonin good for anything?  What is the dose?
",['hypothyroidism'],0
"Interesting patient (29-year-old woman), saw her as a gestational onset diabetic but now, post partum, she has Type I diabetes.  Her c-peptide was about 0.5 nanograms/milliliter (normal 1-5) and her serum insulin was about 2 (normal 6 to 27).  ""Is this definite Type I diabetes?""","
   Does a low c-peptide definitely mean Type I diabetes?
","['diabetic', 'diabetes']",1
"Interesting patient (29-year-old woman), saw her as a gestational onset diabetic but now, post partum, she has Type I diabetes.  Her c-peptide was about 0.5 nanograms/milliliter (normal 1-5) and her serum insulin was about 2 (normal 6 to 27).  ""Is this definite Type I diabetes?""","
   Boys' father has Marfan's Syndrome. Do these boys need further evaluation?
","['diabetic', 'diabetes']",0
"   This guy is getting dental work and has a canker sore (aphthous ulcer).  There's a cream for canker sores, Kenalog in Orabase.  ""How often do you use it?""","
   How often should a patient use Kenalog in Orabase?
","['ulcer', 'canker sore']",1
"   This guy is getting dental work and has a canker sore (aphthous ulcer).  There's a cream for canker sores, Kenalog in Orabase.  ""How often do you use it?""","
   Let's give these immunizations.  That's right isn't it?
","['ulcer', 'canker sore']",0
"   A patient had von Hippel-Lindau disease.  ""What is it?  Is it cancer or a collection of blood vessels?""","
   What is von Hipple-Lindau disease?
","['cancer', 'Hippel-Lindau disease']",1
   What is the maximum dose of Zoloft?,"
   What is the maximum dose of Zoloft?
",[],1
   What is the maximum dose of Zoloft?,How should I treat polymenorrhea in a 14-year-old girl?,[],0
"37-year-old man.  I looked up the smallest dose of Prinivil in the exam room, online.","
   What is the smallest dose of Prinivil?
",[],1
73-year-old man with benign prostatic hypertrophy.  I wanted to find a generic alpha 1 blocker.,Are there any generic alpha 1 blockers?,['prostatic hypertrophy'],1
73-year-old man with benign prostatic hypertrophy.  I wanted to find a generic alpha 1 blocker.,"
   Let's give these immunizations.  That's right isn't it?
",['prostatic hypertrophy'],0
35-year-old woman with insomnia.  I looked up dosages of Celexa and Ambien online in the exam room.,"
   What is the dose of Celexa?
","['insomnia', 'Ambien']",1
35-year-old woman with insomnia.  I looked up dosages of Celexa and Ambien online in the exam room.,"
   Let's give these immunizations.  That's right isn't it?
","['insomnia', 'Ambien']",0
"49-year-old with obsessive-compulsive disorder.  She's on Luvox 100 milligrams.  I looked on an online resource to see if it can cause someone to be ""buzzed or juiced up"" because she seemed overly animated today.","
   Can Luvox cause someone to be overly animated?
","['obsessive-compulsive disorder', 'someone']",1
"49-year-old with obsessive-compulsive disorder.  She's on Luvox 100 milligrams.  I looked on an online resource to see if it can cause someone to be ""buzzed or juiced up"" because she seemed overly animated today.",How should I treat polymenorrhea in a 14-year-old girl?,"['obsessive-compulsive disorder', 'someone']",0
   Tachypneic baby that didn't get tachypneic until day-of-life one.  Nobody knew what was wrong.,"
   What would cause tachypnea in a well-appearing newborn?
",[],1
   Tachypneic baby that didn't get tachypneic until day-of-life one.  Nobody knew what was wrong.,"
   Is the faint trace of a vertical line on the rapid streptococcal test really positive?
",[],0
And then there is the 48-hour rule out.  Some do 72 hours.  What makes one baby a 48-hour rule out and another 72 hours?,What determines whether a possibly septic newborn receives 48 versus 72 hours of antibiotics?,[],1
And then there is the 48-hour rule out.  Some do 72 hours.  What makes one baby a 48-hour rule out and another 72 hours?,"
   Is Serzone okay to give to with a partial gastrectomy; that is, will it be absorbed?
",[],0
"   I don't know if you're doing this, but any baby born breech gets a hip ultrasound here.  I should look this up.  ""Is this really necessary?""","
   Should all breech babies have hip ultrasounds?
",[],1
"   I don't know if you're doing this, but any baby born breech gets a hip ultrasound here.  I should look this up.  ""Is this really necessary?""","
   Let's give these immunizations.  That's right isn't it?
",[],0
"13-year-old, former shaken baby with resultant spastic quadriplegia and cortically blind.  The concern is that after a suppository he gets red in the face and squeezes out all these little pebbles.  ""Is an unprovoked stool every 3 days that bad?""  Does it lead to perforation?","
   How common are surgical complications in disabled adolescents with constipation?
","['suppository', 'resultant spastic quadriplegia', 'perforation']",1
"13-year-old, former shaken baby with resultant spastic quadriplegia and cortically blind.  The concern is that after a suppository he gets red in the face and squeezes out all these little pebbles.  ""Is an unprovoked stool every 3 days that bad?""  Does it lead to perforation?","
   How do you inject the bicipital tendon?
","['suppository', 'resultant spastic quadriplegia', 'perforation']",0
"Ten-year-old male referred with developmental delay (age 4) and attention-deficit-hyperactivity disorder, on Strattera.  ""When do you use Strattera and why would you use that out of the gait (rather than a stimulant)?""","
   What are the indications for Strattera?
","['disorder', 'Strattera']",1
"Ten-year-old male referred with developmental delay (age 4) and attention-deficit-hyperactivity disorder, on Strattera.  ""When do you use Strattera and why would you use that out of the gait (rather than a stimulant)?""","
   Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?
","['disorder', 'Strattera']",0
"   ""What is the difference between gender identification disorder, gender dysphoria, and gender incongruent behaviors?""","
   What is the difference between gender identification disorder and gender dysphoria?""
","['disorder', 'gender incongruent behaviors']",1
49-year-old man with known diabetes had triglycerides above 7000.  He never had pancreatitis.  I hit the books to see how to treat that.,What is the treatment for hypertriglyceridemia when the triglycerides are above 7000?,"['diabetes', 'pancreatitis']",1
49-year-old man with known diabetes had triglycerides above 7000.  He never had pancreatitis.  I hit the books to see how to treat that.,"
   Is there a better way to introduce the subject of sexually transmitted disease?
","['diabetes', 'pancreatitis']",0
